,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
1613,FDK52,18.25,Low Fat,High,Frozen Foods,223.81,OUT013,1987,High,Tier 3,Supermarket Type1,4288.42
1614,FDW11,12.6,Low Fat,High,Breads,60.42,OUT013,1987,High,Tier 3,Supermarket Type1,990.71
1615,FDC03,8.575,Regular,High,Dairy,195.38,OUT049,1999,Medium,Tier 1,Supermarket Type1,3511.43
1616,FDR43,18.2,Low Fat,High,Fruits and Vegetables,37.72,OUT018,2009,Medium,Tier 3,Supermarket Type2,549.28
1617,FDL14,8.115,Regular,High,Canned,155.3,OUT010,1998,NA,Tier 3,Grocery Store,311.59
1618,FDP39,12.65,Low Fat,High,Meat,52.43,OUT045,2002,NA,Tier 2,Supermarket Type1,571.26
1619,FDG29,12.6,Low Fat,High,Frozen Foods,40.05,OUT027,1985,Medium,Tier 3,Supermarket Type3,419.45
1620,DRH15,8.775,Low Fat,High,Dairy,41.94,OUT046,1997,Small,Tier 1,Supermarket Type1,1538.0
1621,FDT11,5.94,Regular,Low,Breads,187.76,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.11
1622,FDU48,18.85,Low Fat,High,Baking Goods,131.53,OUT035,2004,Small,Tier 2,Supermarket Type1,1581.94
1623,FDY12,9.8,Regular,High,Baking Goods,49.2,OUT013,1987,High,Tier 3,Supermarket Type1,657.81
1624,FDS44,12.65,Regular,High,Fruits and Vegetables,238.35,OUT017,2007,NA,Tier 2,Supermarket Type1,5528.14
1625,NCP06,20.7,Low Fat,Low,Household,149.84,OUT018,2009,Medium,Tier 3,Supermarket Type2,2267.05
1626,DRH23,14.65,Low Fat,High,Hard Drinks,55.26,OUT013,1987,High,Tier 3,Supermarket Type1,718.4
1627,FDA16,12.6,Low Fat,Low,Frozen Foods,222.85,OUT027,1985,Medium,Tier 3,Supermarket Type3,7073.46
1628,FDT45,15.85,Low Fat,High,Snack Foods,55.9,OUT018,2009,Medium,Tier 3,Supermarket Type2,491.36
1629,FDE56,17.25,Regular,High,Fruits and Vegetables,61.52,OUT017,2007,NA,Tier 2,Supermarket Type1,1052.63
1630,FDA40,16.0,Regular,High,Frozen Foods,87.49,OUT017,2007,NA,Tier 2,Supermarket Type1,263.66
1631,FDA39,6.32,Low Fat,Low,Meat,40.28,OUT046,1997,Small,Tier 1,Supermarket Type1,628.52
1632,NCB19,6.525,Low Fat,High,Household,86.79,OUT035,2004,Small,Tier 2,Supermarket Type1,1975.43
1633,FDZ34,6.695,Low Fat,High,Starchy Foods,191.88,OUT013,1987,High,Tier 3,Supermarket Type1,3861.64
1634,FDV22,14.85,Regular,Low,Snack Foods,157.96,OUT045,2002,NA,Tier 2,Supermarket Type1,2816.33
1635,FDO40,17.1,Low Fat,Low,Frozen Foods,150.74,OUT049,1999,Medium,Tier 1,Supermarket Type1,3131.92
1636,FDD21,10.3,Regular,High,Fruits and Vegetables,115.02,OUT013,1987,High,Tier 3,Supermarket Type1,4122.63
1637,FDO36,19.7,Low Fat,High,Baking Goods,179.17,OUT013,1987,High,Tier 3,Supermarket Type1,3056.02
1638,FDV34,10.695,Regular,Low,Snack Foods,73.5,OUT049,1999,Medium,Tier 1,Supermarket Type1,1478.08
1639,NCY18,7.285,Low Fat,Low,Household,177.11,OUT045,2002,NA,Tier 2,Supermarket Type1,2626.58
1640,NCM54,17.7,Low Fat,High,Household,127.37,OUT018,2009,Medium,Tier 3,Supermarket Type2,3306.36
1641,FDB59,18.25,Low Fat,Low,Snack Foods,198.01,OUT049,1999,Medium,Tier 1,Supermarket Type1,793.63
1642,FDS45,5.175,Regular,High,Snack Foods,106.76,OUT010,1998,NA,Tier 3,Grocery Store,211.72
1643,FDV24,5.635,Low Fat,High,Baking Goods,148.71,OUT049,1999,Medium,Tier 1,Supermarket Type1,1198.44
1644,FDD46,6.035,Low Fat,High,Snack Foods,155.6,OUT010,1998,NA,Tier 3,Grocery Store,153.8
1645,FDQ39,14.8,Low Fat,High,Meat,191.48,OUT018,2009,Medium,Tier 3,Supermarket Type2,3057.35
1646,FDD52,18.25,Regular,High,Dairy,111.66,OUT046,1997,Small,Tier 1,Supermarket Type1,1538.0
1647,FDL39,16.1,Regular,High,Dairy,179.43,OUT018,2009,Medium,Tier 3,Supermarket Type2,360.86
1648,FDV02,16.75,Low Fat,High,Dairy,170.41,OUT018,2009,Medium,Tier 3,Supermarket Type2,513.33
1649,FDE11,17.7,Regular,High,Starchy Foods,184.39,OUT046,1997,Small,Tier 1,Supermarket Type1,4257.13
1650,NCU54,8.88,Low Fat,High,Household,208.93,OUT049,1999,Medium,Tier 1,Supermarket Type1,7130.72
1651,FDR43,18.2,Low Fat,High,Fruits and Vegetables,38.32,OUT010,1998,NA,Tier 3,Grocery Store,109.86
1652,FDD51,11.15,low fat,High,Dairy,44.97,OUT013,1987,High,Tier 3,Supermarket Type1,498.02
1653,FDO60,20.0,Low Fat,Low,Baking Goods,45.31,OUT017,2007,NA,Tier 2,Supermarket Type1,490.69
1654,NCS06,7.935,Low Fat,Low,Household,263.09,OUT013,1987,High,Tier 3,Supermarket Type1,5522.81
1655,FDX50,20.1,Low Fat,High,Dairy,110.72,OUT045,2002,NA,Tier 2,Supermarket Type1,1657.84
1656,FDQ55,13.65,Regular,Low,Fruits and Vegetables,114.78,OUT035,2004,Small,Tier 2,Supermarket Type1,3455.5
1657,FDL52,6.635,Regular,High,Frozen Foods,36.75,OUT018,2009,Medium,Tier 3,Supermarket Type2,75.9
1658,FDK52,18.25,Low Fat,High,Frozen Foods,226.11,OUT045,2002,NA,Tier 2,Supermarket Type1,6771.19
1659,NCO02,11.15,Low Fat,High,Others,66.01,OUT017,2007,NA,Tier 2,Supermarket Type1,988.71
1660,NCO30,19.5,Low Fat,Low,Household,185.66,OUT035,2004,Small,Tier 2,Supermarket Type1,918.8
1661,FDA33,6.48,Low Fat,Low,Snack Foods,148.21,OUT049,1999,Medium,Tier 1,Supermarket Type1,3399.57
1662,FDB12,11.15,Regular,High,Baking Goods,102.76,OUT013,1987,High,Tier 3,Supermarket Type1,1142.51
1663,FDT40,5.985,Low Fat,High,Frozen Foods,125.87,OUT013,1987,High,Tier 3,Supermarket Type1,3560.7
1664,NCO05,7.27,Low Fat,High,Health and Hygiene,99.34,OUT017,2007,NA,Tier 2,Supermarket Type1,2759.08
1665,FDR32,6.78,Regular,High,Fruits and Vegetables,227.57,OUT049,1999,Medium,Tier 1,Supermarket Type1,3653.91
1666,FDM04,9.195,Regular,High,Frozen Foods,50.77,OUT018,2009,Medium,Tier 3,Supermarket Type2,512.67
1667,DRL01,19.5,Regular,High,Soft Drinks,232.9,OUT013,1987,High,Tier 3,Supermarket Type1,5608.7
1668,FDQ56,6.59,Low Fat,High,Fruits and Vegetables,83.99,OUT018,2009,Medium,Tier 3,Supermarket Type2,1426.14
1669,FDH08,7.51,Low Fat,Low,Fruits and Vegetables,229.6,OUT046,1997,Small,Tier 1,Supermarket Type1,6201.93
1670,NCQ06,12.6,Low Fat,High,Household,254.1,OUT019,1985,Small,Tier 1,Grocery Store,255.0
1671,FDG16,12.6,Low Fat,High,Frozen Foods,215.02,OUT019,1985,Small,Tier 1,Grocery Store,1078.6
1672,FDZ40,12.6,Low Fat,Low,Frozen Foods,55.73,OUT027,1985,Medium,Tier 3,Supermarket Type3,1024.67
1673,FDY51,12.5,Low Fat,High,Meat,220.08,OUT035,2004,Small,Tier 2,Supermarket Type1,1322.28
1674,NCN41,17.0,Low Fat,High,Health and Hygiene,123.77,OUT018,2009,Medium,Tier 3,Supermarket Type2,1231.73
1675,NCM17,12.6,Low Fat,High,Health and Hygiene,46.41,OUT027,1985,Medium,Tier 3,Supermarket Type3,2007.39
1676,FDP39,12.65,Low Fat,High,Meat,53.53,OUT017,2007,NA,Tier 2,Supermarket Type1,830.92
1677,FDZ08,12.5,Regular,High,Fruits and Vegetables,82.76,OUT035,2004,Small,Tier 2,Supermarket Type1,577.91
1678,FDU03,18.7,Regular,High,Meat,184.23,OUT018,2009,Medium,Tier 3,Supermarket Type2,1277.0
1679,FDZ49,11.0,Regular,High,Canned,218.48,OUT046,1997,Small,Tier 1,Supermarket Type1,2203.8
1680,NCX30,12.6,Low Fat,High,Household,248.68,OUT019,1985,Small,Tier 1,Grocery Store,495.36
1681,FDV08,7.35,Low Fat,Low,Fruits and Vegetables,40.55,OUT045,2002,NA,Tier 2,Supermarket Type1,545.29
1682,FDB15,10.895,Low Fat,High,Dairy,264.56,OUT013,1987,High,Tier 3,Supermarket Type1,5536.79
1683,FDY49,17.2,Regular,Low,Canned,165.32,OUT013,1987,High,Tier 3,Supermarket Type1,990.71
1684,FDF24,15.5,Regular,Low,Baking Goods,83.79,OUT017,2007,NA,Tier 2,Supermarket Type1,1474.08
1685,DRK47,7.905,Low Fat,High,Hard Drinks,229.47,OUT045,2002,NA,Tier 2,Supermarket Type1,2055.32
1686,DRD37,9.8,Low Fat,Low,Soft Drinks,45.01,OUT017,2007,NA,Tier 2,Supermarket Type1,792.3
1687,FDH40,11.6,Regular,High,Frozen Foods,79.23,OUT018,2009,Medium,Tier 3,Supermarket Type2,649.82
1688,FDL12,12.6,Regular,High,Baking Goods,59.42,OUT027,1985,Medium,Tier 3,Supermarket Type3,1078.6
1689,FDW11,12.6,Low Fat,High,Breads,60.12,OUT027,1985,Medium,Tier 3,Supermarket Type3,1114.55
1690,NCE06,5.825,Low Fat,High,Household,159.79,OUT035,2004,Small,Tier 2,Supermarket Type1,1294.32
1691,FDF32,16.35,Low Fat,High,Fruits and Vegetables,196.34,OUT018,2009,Medium,Tier 3,Supermarket Type2,1384.2
1692,DRI47,14.7,Low Fat,Low,Hard Drinks,141.81,OUT035,2004,Small,Tier 2,Supermarket Type1,1869.57
1693,DRA12,11.6,Low Fat,High,Soft Drinks,141.92,OUT035,2004,Small,Tier 2,Supermarket Type1,992.71
1694,FDX45,16.75,Low Fat,High,Snack Foods,155.16,OUT013,1987,High,Tier 3,Supermarket Type1,2972.8
1695,FDR35,12.5,Low Fat,Low,Breads,197.27,OUT013,1987,High,Tier 3,Supermarket Type1,2587.96
1696,FDK03,12.6,Regular,High,Dairy,253.04,OUT010,1998,NA,Tier 3,Grocery Store,254.34
1697,NCJ18,12.35,Low Fat,High,Household,117.61,OUT013,1987,High,Tier 3,Supermarket Type1,3910.91
1698,FDN48,13.35,Low Fat,High,Baking Goods,93.08,OUT045,2002,NA,Tier 2,Supermarket Type1,2113.25
1699,FDZ59,12.6,Regular,High,Baking Goods,165.65,OUT019,1985,Small,Tier 1,Grocery Store,665.8
1700,FDB57,12.6,Regular,Low,Fruits and Vegetables,223.48,OUT027,1985,Medium,Tier 3,Supermarket Type3,7116.07
1701,DRP35,12.6,Low Fat,High,Hard Drinks,129.33,OUT019,1985,Small,Tier 1,Grocery Store,127.83
1702,FDZ59,6.63,Regular,High,Baking Goods,166.85,OUT013,1987,High,Tier 3,Supermarket Type1,5326.4
1703,FDU58,6.61,Regular,Low,Snack Foods,188.49,OUT018,2009,Medium,Tier 3,Supermarket Type2,4677.24
1704,FDL09,19.6,Regular,High,Snack Foods,166.88,OUT035,2004,Small,Tier 2,Supermarket Type1,1845.6
1705,FDY38,13.6,Regular,High,Dairy,234.53,OUT017,2007,NA,Tier 2,Supermarket Type1,6524.84
1706,FDI46,12.6,Low Fat,High,Snack Foods,252.57,OUT027,1985,Medium,Tier 3,Supermarket Type3,3271.74
1707,FDL03,19.25,Regular,Low,Meat,197.51,OUT017,2007,NA,Tier 2,Supermarket Type1,982.06
1708,DRC25,12.6,Low Fat,High,Soft Drinks,86.79,OUT019,1985,Small,Tier 1,Grocery Store,85.89
1709,FDU60,20.0,Regular,High,Baking Goods,168.71,OUT045,2002,NA,Tier 2,Supermarket Type1,6426.3
1710,FDP25,12.6,Low Fat,Low,Canned,217.08,OUT027,1985,Medium,Tier 3,Supermarket Type3,6769.85
1711,FDO57,20.75,Low Fat,High,Snack Foods,161.06,OUT010,1998,NA,Tier 3,Grocery Store,481.37
1712,FDQ09,7.235,Low Fat,High,Snack Foods,114.88,OUT049,1999,Medium,Tier 1,Supermarket Type1,3340.32
1713,NCY05,12.6,Low Fat,High,Health and Hygiene,36.69,OUT027,1985,Medium,Tier 3,Supermarket Type3,1058.62
1714,FDA20,6.78,Low Fat,High,Fruits and Vegetables,187.72,OUT049,1999,Medium,Tier 1,Supermarket Type1,1491.39
1715,FDF16,7.3,Low Fat,High,Frozen Foods,146.31,OUT010,1998,NA,Tier 3,Grocery Store,886.85
1716,NCG07,12.3,Low Fat,High,Household,188.75,OUT013,1987,High,Tier 3,Supermarket Type1,3795.06
1717,FDR46,16.85,Low Fat,High,Snack Foods,145.28,OUT018,2009,Medium,Tier 3,Supermarket Type2,2490.09
1718,FDP22,14.65,Regular,High,Snack Foods,49.87,OUT049,1999,Medium,Tier 1,Supermarket Type1,563.93
1719,FDL45,15.6,Low Fat,Low,Snack Foods,123.77,OUT035,2004,Small,Tier 2,Supermarket Type1,3129.26
1720,NCF42,17.35,Low Fat,High,Household,176.27,OUT018,2009,Medium,Tier 3,Supermarket Type2,1230.4
1721,FDD04,16.0,Low Fat,High,Dairy,141.32,OUT049,1999,Medium,Tier 1,Supermarket Type1,3261.75
1722,FDC45,17.0,Low Fat,High,Fruits and Vegetables,170.91,OUT018,2009,Medium,Tier 3,Supermarket Type2,1197.77
1723,FDI40,11.5,Regular,High,Frozen Foods,100.54,OUT045,2002,NA,Tier 2,Supermarket Type1,2111.25
1724,FDQ11,5.695,Regular,High,Breads,256.6,OUT046,1997,Small,Tier 1,Supermarket Type1,2055.99
1725,DRM48,15.2,Low Fat,High,Soft Drinks,36.08,OUT046,1997,Small,Tier 1,Supermarket Type1,1193.11
1726,FDS12,9.1,Low Fat,High,Baking Goods,126.54,OUT013,1987,High,Tier 3,Supermarket Type1,1761.71
1727,FDR46,16.85,Low Fat,High,Snack Foods,146.08,OUT017,2007,NA,Tier 2,Supermarket Type1,2636.57
1728,NCO02,11.15,Low Fat,High,Others,65.91,OUT045,2002,NA,Tier 2,Supermarket Type1,790.97
1729,FDQ52,17.0,Low Fat,High,Frozen Foods,247.44,OUT013,1987,High,Tier 3,Supermarket Type1,2980.12
1730,FDY28,7.47,Regular,High,Frozen Foods,215.22,OUT017,2007,NA,Tier 2,Supermarket Type1,3419.55
1731,FDE32,20.7,Low Fat,High,Fruits and Vegetables,37.35,OUT046,1997,Small,Tier 1,Supermarket Type1,834.91
1732,FDJ58,15.6,Regular,High,Snack Foods,173.28,OUT035,2004,Small,Tier 2,Supermarket Type1,3779.08
1733,FDJ27,17.7,Regular,High,Meat,100.77,OUT045,2002,NA,Tier 2,Supermarket Type1,814.94
1734,NCM18,13.0,Low Fat,High,Household,60.02,OUT049,1999,Medium,Tier 1,Supermarket Type1,1114.55
1735,FDA02,14.0,Regular,Low,Dairy,146.38,OUT045,2002,NA,Tier 2,Supermarket Type1,866.87
1736,FDT26,18.85,Regular,High,Dairy,119.04,OUT046,1997,Small,Tier 1,Supermarket Type1,2396.88
1737,DRD60,15.7,Low Fat,Low,Soft Drinks,182.46,OUT035,2004,Small,Tier 2,Supermarket Type1,1999.4
1738,NCR18,15.85,Low Fat,Low,Household,44.01,OUT046,1997,Small,Tier 1,Supermarket Type1,468.72
1739,FDO27,6.175,Regular,High,Meat,94.38,OUT046,1997,Small,Tier 1,Supermarket Type1,1342.25
1740,FDP25,12.6,low fat,Low,Canned,216.48,OUT019,1985,Small,Tier 1,Grocery Store,218.38
1741,FDQ51,16.0,Regular,Low,Meat,48.37,OUT035,2004,Small,Tier 2,Supermarket Type1,614.53
1742,NCH07,13.15,Low Fat,High,Household,158.16,OUT017,2007,NA,Tier 2,Supermarket Type1,1426.14
1743,FDP44,16.5,Regular,High,Fruits and Vegetables,102.73,OUT045,2002,NA,Tier 2,Supermarket Type1,1538.0
1744,NCP55,14.65,Low Fat,Low,Others,57.06,OUT017,2007,NA,Tier 2,Supermarket Type1,939.44
1745,FDO09,13.5,Regular,High,Snack Foods,261.49,OUT013,1987,High,Tier 3,Supermarket Type1,3418.88
1746,FDP38,10.1,Low Fat,Low,Canned,50.6,OUT049,1999,Medium,Tier 1,Supermarket Type1,404.81
1747,FDI48,11.85,Regular,High,Baking Goods,51.47,OUT017,2007,NA,Tier 2,Supermarket Type1,974.07
1748,FDS58,9.285,Regular,Low,Snack Foods,161.06,OUT045,2002,NA,Tier 2,Supermarket Type1,2406.87
1749,FDJ55,12.8,Regular,Low,Meat,223.54,OUT035,2004,Small,Tier 2,Supermarket Type1,5626.01
1750,NCF06,6.235,Low Fat,Low,Household,260.9,OUT049,1999,Medium,Tier 1,Supermarket Type1,5956.91
1751,FDF41,12.15,Low Fat,High,Frozen Foods,246.85,OUT045,2002,NA,Tier 2,Supermarket Type1,6405.0
1752,NCL05,12.6,Low Fat,High,Health and Hygiene,44.08,OUT019,1985,Small,Tier 1,Grocery Store,216.38
1753,FDT24,12.35,Regular,High,Baking Goods,78.23,OUT049,1999,Medium,Tier 1,Supermarket Type1,1158.49
1754,FDK08,9.195,Regular,High,Fruits and Vegetables,101.0,OUT010,1998,NA,Tier 3,Grocery Store,202.4
1755,FDU55,16.2,Low Fat,Low,Fruits and Vegetables,260.33,OUT018,2009,Medium,Tier 3,Supermarket Type2,2342.95
1756,NCY18,7.285,Low Fat,Low,Household,174.61,OUT017,2007,NA,Tier 2,Supermarket Type1,2976.79
1757,FDS11,7.05,Regular,High,Breads,224.71,OUT046,1997,Small,Tier 1,Supermarket Type1,3131.92
1758,FDC28,12.6,Low Fat,High,Frozen Foods,109.93,OUT019,1985,Small,Tier 1,Grocery Store,108.53
1759,FDR59,14.5,Regular,High,Breads,262.36,OUT046,1997,Small,Tier 1,Supermarket Type1,4448.21
1760,DRE15,13.35,Low Fat,High,Dairy,75.7,OUT017,2007,NA,Tier 2,Supermarket Type1,1442.12
1761,FDP19,11.5,Low Fat,High,Fruits and Vegetables,128.47,OUT049,1999,Medium,Tier 1,Supermarket Type1,2841.63
1762,DRN47,12.1,Low Fat,Low,Hard Drinks,180.67,OUT049,1999,Medium,Tier 1,Supermarket Type1,2876.26
1763,FDJ34,11.8,Regular,High,Snack Foods,124.57,OUT018,2009,Medium,Tier 3,Supermarket Type2,1001.36
1764,FDX21,7.05,Low Fat,High,Snack Foods,107.49,OUT018,2009,Medium,Tier 3,Supermarket Type2,982.72
1765,FDI57,12.6,Low Fat,High,Seafood,195.78,OUT027,1985,Medium,Tier 3,Supermarket Type3,3547.38
1766,NCI42,18.75,Low Fat,Low,Household,207.1,OUT046,1997,Small,Tier 1,Supermarket Type1,3125.93
1767,FDL03,19.25,Regular,Low,Meat,196.31,OUT045,2002,NA,Tier 2,Supermarket Type1,3142.58
1768,FDX37,16.2,Low Fat,High,Canned,100.57,OUT013,1987,High,Tier 3,Supermarket Type1,1398.18
1769,FDW57,8.31,Regular,High,Snack Foods,176.0,OUT018,2009,Medium,Tier 3,Supermarket Type2,4427.57
1770,FDX14,13.1,Low Fat,High,Dairy,73.84,OUT017,2007,NA,Tier 2,Supermarket Type1,1956.12
1771,FDD09,13.5,Low Fat,Low,Fruits and Vegetables,180.6,OUT046,1997,Small,Tier 1,Supermarket Type1,3078.66
1772,FDM09,11.15,Regular,High,Snack Foods,169.68,OUT046,1997,Small,Tier 1,Supermarket Type1,1018.67
1773,NCW54,7.5,Low Fat,High,Household,56.26,OUT018,2009,Medium,Tier 3,Supermarket Type2,687.11
1774,DRL11,12.6,low fat,High,Hard Drinks,156.59,OUT027,1985,Medium,Tier 3,Supermarket Type3,3787.07
1775,FDJ58,15.6,Regular,High,Snack Foods,169.98,OUT018,2009,Medium,Tier 3,Supermarket Type2,2748.42
1776,FDX21,12.6,Low Fat,High,Snack Foods,111.19,OUT019,1985,Small,Tier 1,Grocery Store,109.19
1777,FDA20,6.78,Low Fat,High,Fruits and Vegetables,186.52,OUT017,2007,NA,Tier 2,Supermarket Type1,2609.94
1778,FDL34,16.0,Low Fat,Low,Snack Foods,141.15,OUT035,2004,Small,Tier 2,Supermarket Type1,4516.79
1779,FDL38,12.6,Regular,Low,Canned,89.12,OUT027,1985,Medium,Tier 3,Supermarket Type3,2319.65
1780,DRL11,10.5,Low Fat,High,Hard Drinks,159.69,OUT018,2009,Medium,Tier 3,Supermarket Type2,3629.28
1781,FDO40,17.1,Low Fat,Low,Frozen Foods,148.84,OUT018,2009,Medium,Tier 3,Supermarket Type2,2087.95
1782,DRZ24,7.535,Low Fat,High,Soft Drinks,121.64,OUT045,2002,NA,Tier 2,Supermarket Type1,1557.97
1783,FDM52,15.1,Low Fat,Low,Frozen Foods,146.61,OUT035,2004,Small,Tier 2,Supermarket Type1,2364.92
1784,FDM52,15.1,Low Fat,Low,Frozen Foods,149.01,OUT017,2007,NA,Tier 2,Supermarket Type1,4138.61
1785,FDV49,10.0,low fat,Low,Canned,264.72,OUT018,2009,Medium,Tier 3,Supermarket Type2,3171.87
1786,FDF47,20.85,Low Fat,High,Starchy Foods,224.07,OUT017,2007,NA,Tier 2,Supermarket Type1,2243.75
1787,FDF56,16.7,Regular,High,Fruits and Vegetables,182.2,OUT035,2004,Small,Tier 2,Supermarket Type1,724.39
1788,FDW12,8.315,Regular,High,Baking Goods,143.64,OUT010,1998,NA,Tier 3,Grocery Store,145.14
1789,FDY09,12.6,Low Fat,Low,Snack Foods,173.81,OUT019,1985,Small,Tier 1,Grocery Store,175.11
1790,FDY55,16.75,Low Fat,High,Fruits and Vegetables,258.5,OUT035,2004,Small,Tier 2,Supermarket Type1,4111.98
1791,FDU36,12.6,Low Fat,High,Baking Goods,98.84,OUT019,1985,Small,Tier 1,Grocery Store,492.69
1792,NCR06,12.5,Low Fat,Low,Household,42.91,OUT049,1999,Medium,Tier 1,Supermarket Type1,1022.67
1793,FDW24,6.8,Low Fat,Low,Baking Goods,49.9,OUT046,1997,Small,Tier 1,Supermarket Type1,194.41
1794,FDF16,7.3,Low Fat,High,Frozen Foods,149.81,OUT013,1987,High,Tier 3,Supermarket Type1,2808.34
1795,NCR18,15.85,Low Fat,Low,Household,42.51,OUT049,1999,Medium,Tier 1,Supermarket Type1,852.22
1796,DRD01,12.1,Regular,High,Soft Drinks,56.56,OUT035,2004,Small,Tier 2,Supermarket Type1,828.92
1797,FDS15,9.195,Regular,High,Meat,107.66,OUT045,2002,NA,Tier 2,Supermarket Type1,323.58
1798,FDT19,7.59,Regular,High,Fruits and Vegetables,174.71,OUT013,1987,High,Tier 3,Supermarket Type1,2942.84
1799,FDE59,12.15,Low Fat,High,Starchy Foods,34.55,OUT013,1987,High,Tier 3,Supermarket Type1,359.53
1800,FDE04,19.75,Regular,Low,Frozen Foods,179.77,OUT010,1998,NA,Tier 3,Grocery Store,719.06
1801,NCV17,18.85,Low Fat,Low,Health and Hygiene,130.26,OUT035,2004,Small,Tier 2,Supermarket Type1,2360.93
1802,FDC17,12.15,Low Fat,Low,Frozen Foods,211.29,OUT013,1987,High,Tier 3,Supermarket Type1,2735.11
1803,FDI45,13.1,Low Fat,Low,Fruits and Vegetables,174.21,OUT035,2004,Small,Tier 2,Supermarket Type1,3677.21
1804,FDZ33,12.6,Low Fat,High,Snack Foods,146.71,OUT027,1985,Medium,Tier 3,Supermarket Type3,3843.0
1805,FDJ56,12.6,Low Fat,High,Fruits and Vegetables,100.77,OUT019,1985,Small,Tier 1,Grocery Store,199.74
1806,FDN25,7.895,Regular,High,Breakfast,58.56,OUT013,1987,High,Tier 3,Supermarket Type1,171.78
1807,FDC10,12.6,Regular,High,Snack Foods,118.91,OUT019,1985,Small,Tier 1,Grocery Store,120.51
1808,FDQ22,16.75,Low Fat,Low,Snack Foods,38.98,OUT049,1999,Medium,Tier 1,Supermarket Type1,628.52
1809,NCR54,16.35,Low Fat,High,Household,198.21,OUT035,2004,Small,Tier 2,Supermarket Type1,2946.16
1810,DRK11,8.21,Low Fat,Low,Hard Drinks,149.54,OUT035,2004,Small,Tier 2,Supermarket Type1,1789.67
1811,DRI37,15.85,Low Fat,High,Soft Drinks,58.39,OUT017,2007,NA,Tier 2,Supermarket Type1,468.72
1812,FDX37,16.2,Low Fat,High,Canned,100.47,OUT049,1999,Medium,Tier 1,Supermarket Type1,1597.92
1813,FDF05,17.5,Low Fat,Low,Frozen Foods,264.49,OUT046,1997,Small,Tier 1,Supermarket Type1,3681.87
1814,FDW36,12.6,Low Fat,High,Baking Goods,107.46,OUT019,1985,Small,Tier 1,Grocery Store,317.59
1815,FDI04,13.65,Regular,High,Frozen Foods,198.14,OUT035,2004,Small,Tier 2,Supermarket Type1,1977.43
1816,FDB04,11.35,Regular,High,Dairy,88.99,OUT045,2002,NA,Tier 2,Supermarket Type1,1230.4
1817,FDU38,10.8,Low Fat,High,Dairy,191.15,OUT035,2004,Small,Tier 2,Supermarket Type1,4410.26
1818,FDY28,7.47,Regular,High,Frozen Foods,211.82,OUT013,1987,High,Tier 3,Supermarket Type1,1496.05
1819,FDP20,19.85,Low Fat,High,Fruits and Vegetables,126.4,OUT046,1997,Small,Tier 1,Supermarket Type1,1012.02
1820,FDC29,8.39,Regular,Low,Frozen Foods,113.62,OUT017,2007,NA,Tier 2,Supermarket Type1,2862.94
1821,FDR45,10.8,Low Fat,Low,Snack Foods,239.22,OUT049,1999,Medium,Tier 1,Supermarket Type1,6692.62
1822,NCC42,15.0,Low Fat,Low,Health and Hygiene,140.28,OUT046,1997,Small,Tier 1,Supermarket Type1,1404.84
1823,NCF42,17.35,Low Fat,High,Household,176.77,OUT017,2007,NA,Tier 2,Supermarket Type1,2812.34
1824,FDZ45,14.1,Low Fat,High,Snack Foods,198.81,OUT010,1998,NA,Tier 3,Grocery Store,992.04
1825,FDB23,19.2,Regular,Low,Starchy Foods,226.61,OUT017,2007,NA,Tier 2,Supermarket Type1,5191.24
1826,FDC41,15.6,Low Fat,High,Frozen Foods,78.07,OUT049,1999,Medium,Tier 1,Supermarket Type1,1148.51
1827,FDA10,12.6,Low Fat,High,Snack Foods,124.11,OUT019,1985,Small,Tier 1,Grocery Store,245.01
1828,NCM26,20.5,Low Fat,Low,Others,154.13,OUT017,2007,NA,Tier 2,Supermarket Type1,2909.55
1829,FDZ58,12.6,Low Fat,High,Snack Foods,122.31,OUT019,1985,Small,Tier 1,Grocery Store,122.51
1830,FDW35,10.6,Low Fat,Low,Breads,41.45,OUT035,2004,Small,Tier 2,Supermarket Type1,1468.09
1831,FDX32,15.1,Regular,High,Fruits and Vegetables,143.38,OUT035,2004,Small,Tier 2,Supermarket Type1,1733.74
1832,FDK40,7.035,Low Fat,Low,Frozen Foods,264.69,OUT018,2009,Medium,Tier 3,Supermarket Type2,5785.8
1833,FDD04,16.0,Low Fat,High,Dairy,142.42,OUT017,2007,NA,Tier 2,Supermarket Type1,1985.42
1834,FDP28,13.65,Regular,High,Frozen Foods,262.69,OUT046,1997,Small,Tier 1,Supermarket Type1,4175.9
1835,NCL42,18.85,Low Fat,Low,Household,246.71,OUT013,1987,High,Tier 3,Supermarket Type1,6615.39
1836,DRB13,6.115,Regular,Low,Soft Drinks,190.35,OUT035,2004,Small,Tier 2,Supermarket Type1,569.26
1837,FDC33,8.96,Regular,High,Fruits and Vegetables,196.58,OUT018,2009,Medium,Tier 3,Supermarket Type2,2759.08
1838,FDO58,19.6,Low Fat,Low,Snack Foods,165.95,OUT035,2004,Small,Tier 2,Supermarket Type1,2631.24
1839,FDE34,9.195,Low Fat,High,Snack Foods,182.26,OUT010,1998,NA,Tier 3,Grocery Store,363.53
