Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDA39,6.32,Low Fat,Low,Meat,41.08,OUT013,1987,Large,Tier 3,Supermarket Type1,942.77
FDZ10,17.85,Low Fat,Low,Snack Foods,124.9,OUT013,1987,Large,Tier 3,Supermarket Type1,1897.53
FDK08,12.6,Regular,High,Fruits and Vegetables,101.2,OUT027,1985,Medium,Tier 3,Supermarket Type3,2631.24
DRD24,13.85,Low Fat,Low,Soft Drinks,141.72,OUT013,1987,Large,Tier 3,Supermarket Type1,2978.12
DRG48,5.78,Low Fat,Low,Soft Drinks,147.31,OUT018,2009,Medium,Tier 3,Supermarket Type2,2332.96
FDH52,12.6,Regular,High,Frozen Foods,62.12,OUT019,1985,Small,Tier 1,Grocery Store,123.84
FDS25,6.88,Regular,High,Canned,108.52,OUT045,2002,NA,Tier 2,Supermarket Type1,1989.41
NCH43,8.42,Low Fat,High,Household,216.02,OUT035,2004,Small,Tier 2,Supermarket Type1,2372.91
DRK01,7.63,Low Fat,High,Soft Drinks,94.64,OUT017,2007,NA,Tier 2,Supermarket Type1,1607.24
FDD59,10.5,Regular,High,Starchy Foods,80.9,OUT017,2007,NA,Tier 2,Supermarket Type1,958.75
FDB27,7.58,Low Fat,High,Dairy,197.78,OUT010,1998,NA,Tier 3,Grocery Store,197.08
FDO22,13.5,Regular,Low,Snack Foods,81.4,OUT013,1987,Large,Tier 3,Supermarket Type1,1198.44
FDD35,12.15,Low Fat,Low,Starchy Foods,120.24,OUT045,2002,NA,Tier 2,Supermarket Type1,2277.04
FDR01,5.4,Regular,High,Canned,197.77,OUT035,2004,Small,Tier 2,Supermarket Type1,796.3
NCB31,12.6,Low Fat,High,Household,262.29,OUT019,1985,Small,Tier 1,Grocery Store,525.98
FDC35,7.44,Low Fat,High,Starchy Foods,208.76,OUT046,1997,Small,Tier 1,Supermarket Type1,3105.96
FDS23,4.64,Low Fat,High,Breads,127.1,OUT045,2002,NA,Tier 2,Supermarket Type1,2826.99
FDC33,8.96,Regular,High,Fruits and Vegetables,197.78,OUT045,2002,NA,Tier 2,Supermarket Type1,3153.23
NCF18,18.35,Low Fat,High,Household,191.95,OUT018,2009,Medium,Tier 3,Supermarket Type2,5369.01
FDM36,11.65,Regular,High,Baking Goods,173.54,OUT049,1999,Medium,Tier 1,Supermarket Type1,3448.84
FDJ53,10.5,Low Fat,High,Frozen Foods,121.31,OUT049,1999,Medium,Tier 1,Supermarket Type1,1446.12
NCL17,7.39,Low Fat,High,Health and Hygiene,140.78,OUT018,2009,Medium,Tier 3,Supermarket Type2,1567.29
FDW27,12.6,Regular,High,Meat,154.53,OUT027,1985,Medium,Tier 3,Supermarket Type3,1396.18
FDA32,14.0,Low Fat,Low,Fruits and Vegetables,215.72,OUT046,1997,Small,Tier 1,Supermarket Type1,1078.6
FDA03,18.5,Regular,High,Dairy,145.81,OUT010,1998,NA,Tier 3,Grocery Store,291.62
FDW09,13.65,Regular,Low,Snack Foods,79.63,OUT045,2002,NA,Tier 2,Supermarket Type1,554.61
FDN09,14.15,Low Fat,High,Snack Foods,244.18,OUT045,2002,NA,Tier 2,Supermarket Type1,731.05
FDM08,10.1,Regular,High,Fruits and Vegetables,225.61,OUT017,2007,NA,Tier 2,Supermarket Type1,4250.47
FDX01,10.1,Low Fat,Low,Canned,117.62,OUT018,2009,Medium,Tier 3,Supermarket Type2,1514.7
DRO35,13.85,Low Fat,Low,Hard Drinks,115.05,OUT049,1999,Medium,Tier 1,Supermarket Type1,4054.72
FDS31,13.1,Regular,Low,Fruits and Vegetables,178.53,OUT045,2002,NA,Tier 2,Supermarket Type1,3067.34
NCM53,18.75,Low Fat,High,Health and Hygiene,104.83,OUT049,1999,Medium,Tier 1,Supermarket Type1,2343.62
FDI16,14.0,Regular,High,Frozen Foods,52.06,OUT013,1987,Large,Tier 3,Supermarket Type1,852.22
DRF36,16.1,Low Fat,Low,Soft Drinks,192.88,OUT049,1999,Medium,Tier 1,Supermarket Type1,5350.37
FDW49,12.6,Low Fat,High,Canned,179.9,OUT027,1985,Medium,Tier 3,Supermarket Type3,4119.3
FDB58,12.6,Regular,Low,Snack Foods,141.72,OUT019,1985,Small,Tier 1,Grocery Store,425.45
NCJ18,12.35,Low Fat,High,Household,119.81,OUT045,2002,NA,Tier 2,Supermarket Type1,2133.22
FDL51,20.7,Regular,High,Dairy,215.09,OUT045,2002,NA,Tier 2,Supermarket Type1,5145.3
FDS03,7.82,Low Fat,High,Meat,62.78,OUT018,2009,Medium,Tier 3,Supermarket Type2,1162.49
NCO54,12.6,low fat,Low,Household,53.66,OUT019,1985,Small,Tier 1,Grocery Store,165.78
FDA48,12.1,Low Fat,High,Baking Goods,222.01,OUT045,2002,NA,Tier 2,Supermarket Type1,3547.38
NCK06,12.6,Low Fat,Low,Household,123.18,OUT027,1985,Medium,Tier 3,Supermarket Type3,1211.76
NCZ54,14.65,Low Fat,High,Household,162.46,OUT045,2002,NA,Tier 2,Supermarket Type1,2274.37
FDW39,12.6,Regular,Low,Meat,177.24,OUT027,1985,Medium,Tier 3,Supermarket Type3,4763.8
FDI09,20.75,Regular,High,Seafood,238.19,OUT046,1997,Small,Tier 1,Supermarket Type1,5033.45
NCO02,11.15,Low Fat,High,Others,65.01,OUT049,1999,Medium,Tier 1,Supermarket Type1,1120.54
DRF13,12.1,Low Fat,Low,Soft Drinks,144.34,OUT049,1999,Medium,Tier 1,Supermarket Type1,2612.6
FDK25,11.6,Regular,High,Breakfast,168.35,OUT017,2007,NA,Tier 2,Supermarket Type1,4548.08
FDZ38,17.6,Low Fat,Low,Dairy,173.74,OUT017,2007,NA,Tier 2,Supermarket Type1,5863.03
NCQ42,12.6,Low Fat,High,Household,127.97,OUT019,1985,Small,Tier 1,Grocery Store,254.34
FDM14,12.6,Low Fat,Low,Canned,108.93,OUT027,1985,Medium,Tier 3,Supermarket Type3,2713.14
FDC20,10.65,Low Fat,Low,Fruits and Vegetables,54.03,OUT046,1997,Small,Tier 1,Supermarket Type1,447.42
FDW32,18.35,Regular,High,Fruits and Vegetables,86.29,OUT018,2009,Medium,Tier 3,Supermarket Type2,1631.88
FDQ19,7.35,Regular,Low,Fruits and Vegetables,241.35,OUT045,2002,NA,Tier 2,Supermarket Type1,5331.73
FDE08,18.2,Low Fat,High,Fruits and Vegetables,146.47,OUT049,1999,Medium,Tier 1,Supermarket Type1,3563.36
FDC29,8.39,Regular,Low,Frozen Foods,116.02,OUT049,1999,Medium,Tier 1,Supermarket Type1,1603.25
FDV50,14.3,Low Fat,High,Dairy,121.97,OUT013,1987,Large,Tier 3,Supermarket Type1,2709.81
FDF11,10.2,Regular,Low,Starchy Foods,239.85,OUT017,2007,NA,Tier 2,Supermarket Type1,4086.01
FDN09,14.15,Low Fat,Low,Snack Foods,245.38,OUT018,2009,Medium,Tier 3,Supermarket Type2,1705.78
DRG37,16.2,Low Fat,Low,Soft Drinks,153.8,OUT045,2002,NA,Tier 2,Supermarket Type1,1402.17
NCV06,12.6,Low Fat,High,Household,195.25,OUT027,1985,Medium,Tier 3,Supermarket Type3,7168.67
DRJ13,12.65,Low Fat,High,Soft Drinks,159.96,OUT010,1998,NA,Tier 3,Grocery Store,962.75
DRF25,12.6,Low Fat,Low,Soft Drinks,37.32,OUT027,1985,Medium,Tier 3,Supermarket Type3,1281.66
FDE53,10.9,Low Fat,Low,Frozen Foods,107.23,OUT010,1998,NA,Tier 3,Grocery Store,426.11
FDS08,5.74,Low Fat,High,Fruits and Vegetables,176.34,OUT046,1997,Small,Tier 1,Supermarket Type1,1764.37
FDO23,17.85,Low Fat,High,Breads,93.74,OUT017,2007,NA,Tier 2,Supermarket Type1,1701.78
FDT07,5.82,Regular,High,Fruits and Vegetables,255.43,OUT046,1997,Small,Tier 1,Supermarket Type1,4357.66
NCX29,10.0,Low Fat,High,Health and Hygiene,146.91,OUT035,2004,Small,Tier 2,Supermarket Type1,3207.82
FDG22,17.6,Regular,Low,Snack Foods,38.12,OUT035,2004,Small,Tier 2,Supermarket Type1,732.38
DRJ47,12.6,Low Fat,Low,Hard Drinks,173.31,OUT027,1985,Medium,Tier 3,Supermarket Type3,6751.21
FDL43,10.1,Low Fat,Low,Meat,77.57,OUT013,1987,Large,Tier 3,Supermarket Type1,306.27
FDZ43,12.6,Regular,High,Fruits and Vegetables,241.25,OUT027,1985,Medium,Tier 3,Supermarket Type3,8239.94
FDZ21,17.6,Regular,Low,Snack Foods,97.24,OUT046,1997,Small,Tier 1,Supermarket Type1,193.08
FDJ50,8.64,Low Fat,Low,Canned,53.4,OUT035,2004,Small,Tier 2,Supermarket Type1,1209.76
FDV35,19.5,Low Fat,High,Breads,155.93,OUT046,1997,Small,Tier 1,Supermarket Type1,3878.28
FDW56,7.68,Low Fat,High,Fruits and Vegetables,190.82,OUT017,2007,NA,Tier 2,Supermarket Type1,2693.83
DRL35,15.7,Low Fat,Low,Hard Drinks,43.28,OUT045,2002,NA,Tier 2,Supermarket Type1,649.16
FDR01,5.4,Regular,High,Canned,199.07,OUT045,2002,NA,Tier 2,Supermarket Type1,4777.78
FDS24,20.85,Regular,High,Baking Goods,86.95,OUT045,2002,NA,Tier 2,Supermarket Type1,1416.82
NCL17,7.39,Low Fat,High,Health and Hygiene,140.48,OUT017,2007,NA,Tier 2,Supermarket Type1,2422.18
FDS13,6.46,Low Fat,High,Canned,263.19,OUT018,2009,Medium,Tier 3,Supermarket Type2,2914.87
FDB59,18.25,Low Fat,Low,Snack Foods,197.61,OUT045,2002,NA,Tier 2,Supermarket Type1,2380.9
FDW26,12.6,Regular,High,Dairy,222.38,OUT027,1985,Medium,Tier 3,Supermarket Type3,1556.64
FDQ12,12.6,Low Fat,High,Baking Goods,230.0,OUT019,1985,Small,Tier 1,Grocery Store,689.1
FDX59,10.2,Low Fat,High,Breads,31.96,OUT013,1987,Large,Tier 3,Supermarket Type1,373.51
FDL36,15.1,Low Fat,High,Baking Goods,91.58,OUT017,2007,NA,Tier 2,Supermarket Type1,539.3
FDQ55,13.65,Regular,Low,Fruits and Vegetables,114.88,OUT018,2009,Medium,Tier 3,Supermarket Type2,1612.57
FDV46,12.6,Low Fat,Low,Snack Foods,141.42,OUT019,1985,Small,Tier 1,Grocery Store,559.27
FDM28,12.6,Low Fat,High,Frozen Foods,181.47,OUT019,1985,Small,Tier 1,Grocery Store,179.77
FDT40,5.98,Low Fat,High,Frozen Foods,125.27,OUT017,2007,NA,Tier 2,Supermarket Type1,763.01
DRJ11,9.5,Low Fat,High,Hard Drinks,189.99,OUT010,1998,NA,Tier 3,Grocery Store,756.35
FDD51,11.15,Low Fat,High,Dairy,44.77,OUT045,2002,NA,Tier 2,Supermarket Type1,181.1
NCT17,12.6,Low Fat,Low,Health and Hygiene,188.62,OUT027,1985,Medium,Tier 3,Supermarket Type3,6029.48
NCW17,18.0,Low Fat,Low,Health and Hygiene,126.9,OUT046,1997,Small,Tier 1,Supermarket Type1,3083.99
NCY29,12.6,Low Fat,High,Health and Hygiene,56.29,OUT019,1985,Small,Tier 1,Grocery Store,113.19
DRH36,16.2,Low Fat,High,Soft Drinks,73.47,OUT013,1987,Large,Tier 3,Supermarket Type1,2087.95
FDB17,13.15,Low Fat,Low,Frozen Foods,179.8,OUT049,1999,Medium,Tier 1,Supermarket Type1,2535.37
NCA17,20.6,Low Fat,High,Health and Hygiene,148.44,OUT013,1987,Large,Tier 3,Supermarket Type1,1789.67
FDT27,11.4,Regular,High,Meat,234.66,OUT046,1997,Small,Tier 1,Supermarket Type1,4687.23
FDR32,6.78,Regular,High,Fruits and Vegetables,229.57,OUT013,1987,Large,Tier 3,Supermarket Type1,3425.54
FDG41,8.84,Regular,High,Frozen Foods,110.72,OUT049,1999,Medium,Tier 1,Supermarket Type1,1657.84
FDX25,16.7,Low Fat,High,Canned,184.03,OUT046,1997,Small,Tier 1,Supermarket Type1,3101.3
FDG56,13.3,Regular,High,Fruits and Vegetables,63.25,OUT017,2007,NA,Tier 2,Supermarket Type1,1347.58
FDN16,12.6,Regular,High,Frozen Foods,102.4,OUT017,2007,NA,Tier 2,Supermarket Type1,2270.38
FDD47,7.6,Regular,High,Starchy Foods,172.34,OUT035,2004,Small,Tier 2,Supermarket Type1,2556.67
FDR12,12.6,Regular,Low,Baking Goods,170.58,OUT013,1987,Large,Tier 3,Supermarket Type1,3779.08
FDS33,6.67,Regular,High,Snack Foods,90.05,OUT049,1999,Medium,Tier 1,Supermarket Type1,1505.37
NCC55,10.7,Low Fat,High,Household,36.78,OUT035,2004,Small,Tier 2,Supermarket Type1,782.98
FDA38,12.6,Low Fat,Low,Dairy,241.15,OUT019,1985,Small,Tier 1,Grocery Store,480.71
FDK44,16.6,Low Fat,High,Fruits and Vegetables,173.57,OUT035,2004,Small,Tier 2,Supermarket Type1,1911.51
FDZ57,10.0,Regular,Low,Snack Foods,127.3,OUT046,1997,Small,Tier 1,Supermarket Type1,642.5
NCN14,19.1,Low Fat,High,Others,185.26,OUT017,2007,NA,Tier 2,Supermarket Type1,1470.09
NCB06,17.6,Low Fat,High,Health and Hygiene,161.79,OUT010,1998,NA,Tier 3,Grocery Store,159.79
DRL01,19.5,Regular,High,Soft Drinks,235.4,OUT049,1999,Medium,Tier 1,Supermarket Type1,6309.79
FDU10,10.1,Regular,High,Snack Foods,38.48,OUT049,1999,Medium,Tier 1,Supermarket Type1,633.84
NCS38,8.6,Low Fat,High,Household,112.62,OUT018,2009,Medium,Tier 3,Supermarket Type2,3091.98
FDQ16,19.7,Low Fat,Low,Frozen Foods,109.19,OUT013,1987,Large,Tier 3,Supermarket Type1,1637.87
FDS40,15.35,Low Fat,Low,Frozen Foods,37.22,OUT017,2007,NA,Tier 2,Supermarket Type1,805.62
FDE36,5.26,Regular,Low,Baking Goods,162.69,OUT017,2007,NA,Tier 2,Supermarket Type1,3767.1
FDV31,9.8,Low Fat,High,Fruits and Vegetables,175.34,OUT045,2002,NA,Tier 2,Supermarket Type1,529.31
NCD42,16.5,Low Fat,Low,Health and Hygiene,39.35,OUT045,2002,NA,Tier 2,Supermarket Type1,645.16
FDT20,10.5,Low Fat,Low,Fruits and Vegetables,40.12,OUT035,2004,Small,Tier 2,Supermarket Type1,849.56
NCN19,13.1,Low Fat,Low,Others,191.35,OUT018,2009,Medium,Tier 3,Supermarket Type2,1328.27
FDW21,12.6,Regular,Low,Snack Foods,98.84,OUT027,1985,Medium,Tier 3,Supermarket Type3,2010.72
FDF34,9.3,Regular,Low,Snack Foods,196.51,OUT045,2002,NA,Tier 2,Supermarket Type1,4364.98
FDI28,14.3,Low Fat,Low,Frozen Foods,79.63,OUT045,2002,NA,Tier 2,Supermarket Type1,792.3
FDG44,12.6,Low Fat,High,Fruits and Vegetables,55.73,OUT027,1985,Medium,Tier 3,Supermarket Type3,2804.35
DRF60,10.8,low fat,High,Soft Drinks,240.36,OUT045,2002,NA,Tier 2,Supermarket Type1,4290.42
FDQ36,12.6,Regular,High,Baking Goods,38.18,OUT019,1985,Small,Tier 1,Grocery Store,37.28
FDP34,12.85,Low Fat,High,Snack Foods,157.76,OUT018,2009,Medium,Tier 3,Supermarket Type2,2659.87
FDA20,6.78,Low Fat,High,Fruits and Vegetables,184.62,OUT035,2004,Small,Tier 2,Supermarket Type1,5406.3
FDE41,9.2,Regular,High,Frozen Foods,85.56,OUT035,2004,Small,Tier 2,Supermarket Type1,930.12
DRK47,7.9,Low Fat,High,Hard Drinks,229.27,OUT046,1997,Small,Tier 1,Supermarket Type1,1826.96
FDY10,17.6,Low Fat,High,Snack Foods,115.42,OUT017,2007,NA,Tier 2,Supermarket Type1,1145.18
FDI02,15.7,Regular,High,Canned,112.02,OUT017,2007,NA,Tier 2,Supermarket Type1,3150.57
FDE41,12.6,Regular,High,Frozen Foods,83.76,OUT019,1985,Small,Tier 1,Grocery Store,253.67
FDZ52,19.2,Low Fat,High,Frozen Foods,112.79,OUT013,1987,Large,Tier 3,Supermarket Type1,1779.02
FDG50,7.4,Low Fat,Low,Canned,92.71,OUT018,2009,Medium,Tier 3,Supermarket Type2,1185.79
DRL01,19.5,Regular,High,Soft Drinks,234.0,OUT010,1998,NA,Tier 3,Grocery Store,467.39
FDV48,9.2,Regular,High,Baking Goods,78.16,OUT017,2007,NA,Tier 2,Supermarket Type1,1414.16
FDR48,11.65,Low Fat,High,Baking Goods,151.1,OUT045,2002,NA,Tier 2,Supermarket Type1,1518.02
NCD54,21.1,Low Fat,Low,Household,146.18,OUT013,1987,Large,Tier 3,Supermarket Type1,3034.05
NCT54,8.7,Low Fat,High,Household,93.21,OUT017,2007,NA,Tier 2,Supermarket Type1,666.47
FDH02,7.27,Regular,Low,Canned,89.05,OUT013,1987,Large,Tier 3,Supermarket Type1,181.1
NCD43,8.85,Low Fat,Low,Household,105.7,OUT013,1987,Large,Tier 3,Supermarket Type1,210.39
FDE46,18.6,Low Fat,Low,Snack Foods,152.94,OUT035,2004,Small,Tier 2,Supermarket Type1,1662.5
NCO42,12.6,Low Fat,Low,Household,144.61,OUT027,1985,Medium,Tier 3,Supermarket Type3,3791.07
FDR40,9.1,Regular,Low,Frozen Foods,78.76,OUT049,1999,Medium,Tier 1,Supermarket Type1,402.81
FDG24,7.98,Low Fat,Low,Baking Goods,82.42,OUT049,1999,Medium,Tier 1,Supermarket Type1,749.02
NCO17,10.0,Low Fat,High,Health and Hygiene,121.44,OUT017,2007,NA,Tier 2,Supermarket Type1,2516.72
FDF22,6.86,Low Fat,High,Snack Foods,214.02,OUT046,1997,Small,Tier 1,Supermarket Type1,5556.77
FDC59,16.7,Regular,High,Starchy Foods,65.52,OUT035,2004,Small,Tier 2,Supermarket Type1,1022.67
NCY18,7.28,Low Fat,High,Household,174.91,OUT010,1998,NA,Tier 3,Grocery Store,525.32
DRE48,8.43,Low Fat,Low,Soft Drinks,196.28,OUT045,2002,NA,Tier 2,Supermarket Type1,1576.61
FDV60,20.2,Regular,High,Baking Goods,194.61,OUT010,1998,NA,Tier 3,Grocery Store,392.82
FDB56,8.75,Regular,High,Fruits and Vegetables,187.66,OUT049,1999,Medium,Tier 1,Supermarket Type1,5257.16
FDL20,12.6,Low Fat,High,Fruits and Vegetables,111.19,OUT027,1985,Medium,Tier 3,Supermarket Type3,4447.54
NCZ53,12.6,Low Fat,Low,Health and Hygiene,190.42,OUT027,1985,Medium,Tier 3,Supermarket Type3,5652.64
DRM35,9.7,Low Fat,High,Hard Drinks,177.53,OUT035,2004,Small,Tier 2,Supermarket Type1,3033.38
FDV16,7.75,Regular,High,Frozen Foods,35.26,OUT046,1997,Small,Tier 1,Supermarket Type1,780.98
FDY19,19.75,Low Fat,Low,Fruits and Vegetables,115.85,OUT013,1987,Large,Tier 3,Supermarket Type1,2474.78
FDY12,9.8,Regular,High,Baking Goods,50.8,OUT010,1998,NA,Tier 3,Grocery Store,101.2
FDM15,11.8,Regular,High,Meat,152.44,OUT017,2007,NA,Tier 2,Supermarket Type1,3929.55
FDP12,9.8,Regular,High,Baking Goods,36.89,OUT049,1999,Medium,Tier 1,Supermarket Type1,564.6
FDT21,7.42,Low Fat,Low,Snack Foods,248.01,OUT013,1987,Large,Tier 3,Supermarket Type1,1245.05
DRE49,20.75,Low Fat,Low,Soft Drinks,151.8,OUT010,1998,NA,Tier 3,Grocery Store,151.8
FDN16,12.6,Regular,High,Frozen Foods,104.0,OUT049,1999,Medium,Tier 1,Supermarket Type1,825.59
FDE04,19.75,Regular,Low,Frozen Foods,179.57,OUT018,2009,Medium,Tier 3,Supermarket Type2,2696.49
FDC51,10.9,Regular,Low,Dairy,122.97,OUT013,1987,Large,Tier 3,Supermarket Type1,1231.73
FDO04,16.6,Low Fat,Low,Frozen Foods,53.56,OUT018,2009,Medium,Tier 3,Supermarket Type2,939.44
FDD41,6.76,Regular,High,Frozen Foods,105.33,OUT017,2007,NA,Tier 2,Supermarket Type1,2090.61
FDI45,13.1,Low Fat,Low,Fruits and Vegetables,175.81,OUT045,2002,NA,Tier 2,Supermarket Type1,2801.69
NCB18,12.6,Low Fat,Low,Household,89.55,OUT027,1985,Medium,Tier 3,Supermarket Type3,3364.95
FDW51,6.16,Regular,High,Meat,213.96,OUT017,2007,NA,Tier 2,Supermarket Type1,2343.62
NCK07,10.65,Low Fat,High,Others,164.15,OUT046,1997,Small,Tier 1,Supermarket Type1,1808.98
FDZ45,12.6,Low Fat,High,Snack Foods,197.91,OUT019,1985,Small,Tier 1,Grocery Store,992.04
FDB37,20.25,Regular,Low,Baking Goods,241.85,OUT046,1997,Small,Tier 1,Supermarket Type1,5768.49
FDZ60,20.5,Low Fat,High,Baking Goods,106.06,OUT035,2004,Small,Tier 2,Supermarket Type1,970.74
FDN04,11.8,Regular,Low,Frozen Foods,176.83,OUT013,1987,Large,Tier 3,Supermarket Type1,3568.69
FDW47,15.0,Low Fat,High,Breads,120.04,OUT013,1987,Large,Tier 3,Supermarket Type1,3533.4
FDB17,13.15,Low Fat,Low,Frozen Foods,180.8,OUT013,1987,Large,Tier 3,Supermarket Type1,6157.32
FDR56,15.5,Regular,High,Fruits and Vegetables,198.98,OUT018,2009,Medium,Tier 3,Supermarket Type2,4729.84
FDU55,12.6,Low Fat,Low,Fruits and Vegetables,260.63,OUT027,1985,Medium,Tier 3,Supermarket Type3,9371.8
FDH40,11.6,Regular,High,Frozen Foods,81.73,OUT017,2007,NA,Tier 2,Supermarket Type1,1949.46
FDH05,14.35,Regular,High,Frozen Foods,231.9,OUT049,1999,Medium,Tier 1,Supermarket Type1,4633.97
FDX58,13.15,Low Fat,Low,Snack Foods,182.7,OUT045,2002,NA,Tier 2,Supermarket Type1,4211.19
FDC51,10.9,Regular,Low,Dairy,121.67,OUT035,2004,Small,Tier 2,Supermarket Type1,1970.77
NCR05,10.1,Low Fat,High,Health and Hygiene,199.51,OUT017,2007,NA,Tier 2,Supermarket Type1,3372.94
DRH25,18.7,Low Fat,Low,Soft Drinks,50.83,OUT017,2007,NA,Tier 2,Supermarket Type1,934.78
NCR53,12.15,Low Fat,High,Health and Hygiene,224.04,OUT049,1999,Medium,Tier 1,Supermarket Type1,3375.61
FDS04,10.2,Regular,High,Frozen Foods,138.68,OUT046,1997,Small,Tier 1,Supermarket Type1,2388.22
FDC03,8.57,Regular,High,Dairy,193.38,OUT013,1987,Large,Tier 3,Supermarket Type1,780.32
FDP44,16.5,Regular,High,Fruits and Vegetables,102.23,OUT010,1998,NA,Tier 3,Grocery Store,102.53
FDK16,9.06,Low Fat,High,Frozen Foods,95.31,OUT018,2009,Medium,Tier 3,Supermarket Type2,1713.77
NCC30,16.6,Low Fat,Low,Household,178.73,OUT046,1997,Small,Tier 1,Supermarket Type1,1605.91
FDZ26,11.6,Regular,High,Dairy,238.52,OUT010,1998,NA,Tier 3,Grocery Store,717.07
NCO54,19.5,Low Fat,Low,Household,57.16,OUT018,2009,Medium,Tier 3,Supermarket Type2,1381.54
NCP41,16.6,Low Fat,Low,Health and Hygiene,106.26,OUT010,1998,NA,Tier 3,Grocery Store,215.72
DRE27,11.85,Low Fat,High,Dairy,98.07,OUT049,1999,Medium,Tier 1,Supermarket Type1,1076.6
FDQ10,12.85,Low Fat,Low,Snack Foods,170.64,OUT013,1987,Large,Tier 3,Supermarket Type1,2931.52
NCU42,9.0,Low Fat,Low,Household,170.05,OUT049,1999,Medium,Tier 1,Supermarket Type1,4211.19
FDX43,5.66,Low Fat,High,Fruits and Vegetables,165.85,OUT035,2004,Small,Tier 2,Supermarket Type1,1830.95
NCD19,8.93,Low Fat,Low,Household,55.16,OUT046,1997,Small,Tier 1,Supermarket Type1,939.44
NCI54,15.2,Low Fat,Low,Household,108.19,OUT035,2004,Small,Tier 2,Supermarket Type1,1856.25
FDS37,7.66,Low Fat,High,Canned,114.15,OUT010,1998,NA,Tier 3,Grocery Store,115.85
FDO25,12.6,Low Fat,High,Canned,209.03,OUT027,1985,Medium,Tier 3,Supermarket Type3,4613.99
FDS57,15.5,Low Fat,High,Snack Foods,143.55,OUT049,1999,Medium,Tier 1,Supermarket Type1,1431.47
FDI52,18.7,Low Fat,High,Frozen Foods,122.11,OUT049,1999,Medium,Tier 1,Supermarket Type1,490.03
DRK12,9.5,Low Fat,Low,Soft Drinks,31.89,OUT018,2009,Medium,Tier 3,Supermarket Type2,366.19
FDG40,13.65,Low Fat,Low,Frozen Foods,34.46,OUT017,2007,NA,Tier 2,Supermarket Type1,611.2
FDU49,19.5,Regular,Low,Canned,86.25,OUT045,2002,NA,Tier 2,Supermarket Type1,2163.85
FDR49,8.71,Low Fat,High,Canned,46.54,OUT013,1987,Large,Tier 3,Supermarket Type1,575.25
FDF40,12.6,Regular,Low,Dairy,247.81,OUT019,1985,Small,Tier 1,Grocery Store,498.02
DRE03,19.6,Low Fat,Low,Dairy,46.37,OUT017,2007,NA,Tier 2,Supermarket Type1,661.81
FDR55,12.6,Regular,High,Fruits and Vegetables,189.19,OUT027,1985,Medium,Tier 3,Supermarket Type3,5294.44
NCU05,11.8,Low Fat,High,Health and Hygiene,82.36,OUT035,2004,Small,Tier 2,Supermarket Type1,1208.43
FDR36,6.72,Regular,High,Baking Goods,40.35,OUT017,2007,NA,Tier 2,Supermarket Type1,838.91
NCM30,19.1,Low Fat,High,Household,39.68,OUT013,1987,Large,Tier 3,Supermarket Type1,660.47
FDH24,20.7,Low Fat,Low,Baking Goods,156.63,OUT049,1999,Medium,Tier 1,Supermarket Type1,3928.22
DRO47,10.2,Low Fat,High,Hard Drinks,113.99,OUT018,2009,Medium,Tier 3,Supermarket Type2,452.74
FDQ49,20.2,Regular,Low,Breakfast,155.16,OUT017,2007,NA,Tier 2,Supermarket Type1,782.32
DRJ37,10.8,Low Fat,High,Soft Drinks,151.9,OUT046,1997,Small,Tier 1,Supermarket Type1,2580.64
NCJ42,19.75,Low Fat,Low,Household,100.83,OUT018,2009,Medium,Tier 3,Supermarket Type2,1538.0
FDD05,19.35,Low Fat,Low,Frozen Foods,120.91,OUT049,1999,Medium,Tier 1,Supermarket Type1,1687.14
FDC39,7.4,Low Fat,High,Dairy,206.63,OUT018,2009,Medium,Tier 3,Supermarket Type2,3115.94
NCY06,15.25,Low Fat,High,Household,128.9,OUT045,2002,NA,Tier 2,Supermarket Type1,2348.94
NCS06,12.6,Low Fat,High,Household,263.59,OUT019,1985,Small,Tier 1,Grocery Store,262.99
FDE16,8.9,Low Fat,Low,Frozen Foods,207.9,OUT045,2002,NA,Tier 2,Supermarket Type1,3542.72
NCQ50,18.75,Low Fat,Low,Household,215.22,OUT046,1997,Small,Tier 1,Supermarket Type1,4701.88
FDX50,20.1,Low Fat,High,Dairy,110.32,OUT046,1997,Small,Tier 1,Supermarket Type1,1768.36
NCL41,12.35,Low Fat,Low,Health and Hygiene,35.72,OUT017,2007,NA,Tier 2,Supermarket Type1,519.32
FDM58,16.85,Regular,High,Snack Foods,111.85,OUT018,2009,Medium,Tier 3,Supermarket Type2,1677.82
FDH35,18.25,Low Fat,High,Starchy Foods,166.35,OUT010,1998,NA,Tier 3,Grocery Store,164.45
FDS50,17.0,Low Fat,High,Dairy,219.81,OUT049,1999,Medium,Tier 1,Supermarket Type1,1108.56
FDT09,12.6,Regular,Low,Snack Foods,133.23,OUT027,1985,Medium,Tier 3,Supermarket Type3,4350.34
FDR60,14.3,Low Fat,High,Baking Goods,76.73,OUT018,2009,Medium,Tier 3,Supermarket Type2,1312.96
FDG22,17.6,Regular,Low,Snack Foods,35.02,OUT046,1997,Small,Tier 1,Supermarket Type1,659.14
